image_id,forward_ms,nms_ms,scale_coords_ms,total_ms,pre_nms_count,post_nms_count
1,162.499599999137,1.0017000022344291,0.3616999965743162,163.86299999794574,26,4
2,135.7263999998395,0.8296999985759612,0.342100000125356,136.8981999985408,23,5
3,137.0692999989842,1.4175000032992102,0.18769999951473437,138.67450000179815,24,3
4,130.20229999892763,0.7033000001683831,0.1658000001043547,131.07139999920037,11,2
5,105.32120000061695,0.6950999995751772,0.17559999832883477,106.19189999852097,9,2
6,101.08309999850462,0.7530000002589077,0.15889999849605374,101.99499999725958,45,6
7,121.89710000166087,0.7495000027120113,0.30219999825931154,122.9488000026322,21,5
8,194.79149999824585,0.7369000013568439,0.15870000061113387,195.68710000021383,10,3
9,117.62190000081318,1.0741000005509704,0.22529999841935933,118.92129999978351,11,3
10,118.83959999977378,1.1816999976872467,0.16390000018873252,120.18519999764976,29,5
11,121.73080000138725,1.1243000008107629,0.16560000221943483,123.02070000441745,15,5
12,135.64270000279066,0.7613999987370335,0.20589999985531904,136.610000001383,4,2
13,108.80949999773293,0.7282999977178406,0.17279999883612618,109.7105999942869,31,4
14,102.04739999971935,0.7356999994954094,0.16170000162674114,102.9448000008415,17,2
15,98.59969999888563,0.75970000034431,0.16340000001946464,99.5227999992494,18,4
16,123.39499999870895,0.7264999985636678,0.16959999993559904,124.29109999720822,29,5
17,115.49039999954402,0.7198999992397148,0.16110000069602393,116.37139999947976,11,3
18,112.7319000006537,0.7131999991543125,0.3093999985139817,113.75449999832199,5,1
19,109.1113000002224,0.7492000004276633,0.16210000103455968,110.02260000168462,24,5
20,121.05810000139172,0.7332999994105194,0.25570000070729293,122.04710000150953,27,4
